FEATURE_ID,GEO_CODE,GEO_CODE_CLEAN,ADMIN_LEVEL,LEVEL_STANDARD,LEVEL_ORDER,location_name,PARENT_GEO_CODE,PARENT_LOCATION_NAME,CHILD_COUNT,HAS_CHILDREN,ADMIN_PATH,CENSUS_DATA_AVAILABLE,CENSUS_TABLE_COUNT,CENSUS_COVERAGE_PCT,SDG_DATA_AVAILABLE,SDG_INDICATOR_COUNT,NAME_MATCH_STATUS,CENSUS_LOCATION_NAME,DIVISION_CODE,DIVISION_NAME,DISTRICT_CODE,DISTRICT_NAME,CITY_CODE,CITY_NAME,UPAZILA_CODE,UPAZILA_NAME,MUNICIPALITY_CODE,MUNICIPALITY_NAME,UNION_CODE,UNION_NAME,MAUZA_CODE,CENTROID_LAT,CENTROID_LON,MAUZA_NAME,VILLAGE_CODE,VILLAGE_NAME,RMO_CODE,location_id,source_row_number,level,district,city_corporation,upazila_thana,paurashava,union_ward,mauza,village_mahalla,household_except_floating_household_total_c_01,general_c_01,institutional_c_01,others_c_01,population_including_floating_population_total_c_01,male_c_01,female_c_01,hijra_c_01,sex_ratio_c_01,total_c_02,age_group_in_years_0_4_c_02,5_9_c_02,10_14_c_02,15_19_c_02,20_24_c_02,25_29_c_02,30_34_c_02,35_39_c_02,40_44_c_02,45_49_c_02,50_54_c_02,55_59_c_02,60_64_c_02,65_69_c_02,70_74_c_02,75_79_c_02,80_c_02,total_c_03,muslim_c_03,hindu_c_03,christian_c_03,buddhist_c_03,others_c_03,male_population_number_c_04,total_c_04,never_married_c_04,currently_married_c_04,widowed_widower_c_04,divorced_c_04,separated_c_04,female_population_number_c_04,total_1_c_04,never_married_1_c_04,currently_married_1_c_04,widowed_widower_1_c_04,divorced_1_c_04,separated_1_c_04,5_years_and_above_total_c_05,male_c_05,female_c_05,7_years_and_above_total_c_05,male_1_c_05,female_1_c_05,15_years_and_above_total_c_05,male_2_c_05,female_2_c_05,population_number_c_06,field_of_education_total_c_06,general_c_06,technical_c_06,religious_c_06,others_c_06,highest_level_of_education_attained_total_c_06,attended_school_but_not_completed_play_nursery_kg_pre_primary_class_i_c_06,play_nursery_kg_pre_primary_student_c_06,student_class_i_c_06,class_i_v_c_06,class_vi_ix_c_06,ssc_dakhil_o_level_equivalent_c_06,hsc_alim_a_level_equivalent_c_06,diploma_nursing_midwifery_c_06,graduate_and_above_c_06,non_formal_informal_education_and_others_c_06,total_male_c_07,female_c_07,5_9_years_male_c_07,female_1_c_07,10_14_years_male_c_07,female_2_c_07,15_19_years_male_c_07,female_3_c_07,20_24_years_male_c_07,female_4_c_07,25_29_years_male_c_07,female_5_c_07,population_total_c_08,male_c_08,female_c_08,employed_total_c_08,male_1_c_08,female_1_c_08,household_work_total_c_08,male_2_c_08,female_2_c_08,looking_for_work_total_c_08,male_3_c_08,female_3_c_08,do_not_work_total_c_08,male_4_c_08,female_4_c_08,total_c_09,male_c_09,female_c_09,agriculture_total_c_09,male_1_c_09,female_1_c_09,industry_total_c_09,male_2_c_09,female_2_c_09,service_total_c_09,male_3_c_09,female_3_c_09,total_c_10,15_19_years_c_10,20_24_years_c_10,male_total_c_10,15_19_years_1_c_10,20_24_years_1_c_10,female_total_c_10,15_19_years_2_c_10,20_24_years_2_c_10,population_having_mobile_phone_for_own_use_5_years_and_above_total_c_11_,male_c_11_,female_c_11_,15_years_and_above_total_c_11_,male_1_c_11_,female_1_c_11_,internet_user_5_years_and_above_total_c_11_,male_2_c_11_,female_2_c_11_,15_years_and_above_total_1_c_11_,male_3_c_11_,female_3_c_11_,having_account_in_financial_institution_bank_insurance_micro_credit_post_office_etc_total_c_12,male_c_12,female_c_12,having_mobile_banking_account_total_c_12,male_1_c_12,female_1_c_12,ethnic_population_total_c_13,male_c_13,female_c_13,ethnic_population_in_major_groups_garo_c_13,chakma_c_13,marma_c_13,others_c_13,general_household_c_14,type_of_structure_total_c_14,pucca_c_14,semi_pucca_c_14,kancha_c_14,jhupri_c_14,ownership_status_total_c_14,own_dwelling_unit_c_14,rented_but_having_own_dwelling_unit_elsewhere_c_14,rented_and_having_no_own_dwelling_unit_elsewhere_c_14,rent_free_but_having_own_dwelling_unit_elsewhere_c_14,rent_free_and_having_no_own_dwelling_unit_elsewhere_c_14,general_household_c_15,source_of_drinking_water_total_c_15,tap_pipe_supply_c_15,tube_well_deep_shallow_c_15,bottled_jar_water_c_15,well_c_15,pond_river_canal_lake_c_15,spring_c_15,rain_water_c_15,others_c_15,general_household_c_16,toilet_facilities_total_c_16,safe_disposal_with_flushing_pouring_water_c_16,unsafe_disposal_with_flushing_pouring_water_c_16,pit_latrine_with_slab_ventilated_improved_latrine_composting_latrine_c_16,pit_latrine_without_slab_open_pit_c_16,raw_open_hanging_latrine_permanent_temporary_c_16,open_defecation_no_latrine_available_c_16,general_household_c_17,source_of_cooking_fuel_total_c_17,straw_leaf_bran_husk_c_17,wood_chalk_chopped_wood_c_17,wood_coal_charcoal_dried_dung_c_17,kerosene_paraffin_c_17,petrol_diesel_c_17,electricity_c_17,supply_gas_c_17,lp_gas_c_17,biogas_c_17,others_c_17,electricity_coverage_c_17,general_household_c_18,household_comprising_1_person_c_18,2_person_c_18,3_person_c_18,4_person_c_18,5_person_c_18,6_person_c_18,7_person_c_18,8_person_c_18,9_person_c_18,10_person_c_18,10_person_1_c_18,average_household_size_c_18,code_15,code_18,LOCATION_NAME_CLEAN,LOCATION_KEY,sdg_4_2_2_learning_total,sdg_4_2_2_learning_male,sdg_4_2_2_learning_female,sdg_5_b_1_mobile_total,sdg_5_b_1_mobile_male,sdg_5_b_1_mobile_female,sdg_6_2_1a_basic_sanitation,sdg_6_2_1b_handwashing,sdg_7_1_1_electricity,sdg_7_1_2_clean_fuel,sdg_8_6_1_neet_total,sdg_8_6_1_neet_male,sdg_8_6_1_neet_female,sdg_8_10_2_financial_inclusion_total,sdg_8_10_2_financial_inclusion_male,sdg_8_10_2_financial_inclusion_female,sdg_11_1_1_urban_slum_total,sdg_11_1_1_urban_slum_male,sdg_11_1_1_urban_slum_female,sdg_17_8_1_internet_total,sdg_17_8_1_internet_male,sdg_17_8_1_internet_female,IS_LEAF
DH22_4352,30262504000420773489,30262504000420773489,village,village,7,Rishipara,3026250400042077,Bara Beraid,0,0,3026/30262504/3026250400042/3026250400042077/30262504000420773489,1,17,94.44,0,0,MATCH,Rishipara,30,Dhaka,26,Dhaka,25,Dhaka North City Corporation,04,Badda,00, ,042,Ward No. 42,077,23.80095617873504,90.47550052802933,Bara Beraid,348,Rishipara,9,30262504000420773489,,,,,,,,,,420.0,417.0,0.0,3.0,1886.0,991.0,895.0,0.0,110.73,1886.0,163.0,172.0,168.0,196.0,171.0,188.0,179.0,163.0,133.0,76.0,71.0,46.0,66.0,31.0,41.0,8.0,14.0,1886.0,783.0,1103.0,0.0,0.0,0.0,823.0,100.0,37.42,61.12,1.34,0.0,0.12,728.0,100.0,23.35,67.99,8.1,0.0,0.55,68.54,69.99,66.95,68.38,69.99,66.58,63.27,65.62,60.64,1723.0,1394.0,1385.0,2.0,4.0,3.0,1394.0,181.0,49.0,31.0,402.0,410.0,126.0,99.0,3.0,82.0,11.0,237.0,209.0,71.0,79.0,77.0,66.0,55.0,49.0,21.0,14.0,13.0,1.0,1723.0,903.0,820.0,666.0,607.0,59.0,502.0,3.0,499.0,9.0,9.0,0.0,546.0,284.0,262.0,666.0,607.0,59.0,16.0,16.0,0.0,176.0,159.0,17.0,474.0,432.0,42.0,38.69,31.63,46.78,12.0,13.27,10.39,63.02,50.0,76.6,52.81,65.34,39.02,65.37,80.14,48.85,24.61,31.89,16.59,30.37,39.04,20.67,14.9,21.1,7.96,31.24,45.21,15.62,,,,,,,,417.0,100.0,56.59,15.35,27.58,0.48,100.0,52.76,35.73,11.03,0.48,0.0,417.0,100.0,47.96,52.04,0.0,0.0,0.0,0.0,0.0,0.0,417.0,100.0,87.05,5.52,4.8,2.4,0.24,0.0,417.0,100.0,1.92,42.21,12.71,0.0,0.0,0.24,0.0,42.93,0.0,0.0,100.0,417.0,12.0,34.0,81.0,118.0,77.0,47.0,22.0,11.0,3.0,6.0,6.0,4.49,,,Rishipara,30262504000420773489,,,,,,,,,,,,,,,,,,,,,,,1
DH22_1331,3026250400042115,3026250400042115,mauza,mauza,6,Chhota Beraid,3026250400042,Ward No. 42,3,1,3026/30262504/3026250400042/3026250400042115,1,17,94.44,0,0,CODE_MATCH_NAME_VARIANT,Chhota Beraid*,30,Dhaka,26,Dhaka,25,Dhaka North City Corporation,04,Badda,00, ,042,Ward No. 42,115,23.8076260946551,90.47103432555735,Chhota Beraid,,,,1244,1250.0,mauza,26.0,25.0,4.0,,42.0,115.0,,433.0,399.0,0.0,34.0,1745.0,916.0,829.0,0.0,110.49,1745.0,193.0,126.0,154.0,177.0,198.0,175.0,147.0,135.0,104.0,85.0,70.0,43.0,52.0,35.0,23.0,12.0,16.0,1745.0,1569.0,168.0,5.0,3.0,0.0,765.0,100.0,35.82,62.35,1.44,0.13,0.26,661.0,100.0,20.42,68.68,9.53,0.61,0.76,74.03,75.3,72.6,73.99,75.4,72.38,70.36,72.69,67.68,1552.0,1223.0,1093.0,6.0,90.0,34.0,1223.0,10.0,46.0,9.0,370.0,393.0,129.0,139.0,1.0,83.0,43.0,198.0,200.0,45.0,60.0,68.0,63.0,41.0,46.0,33.0,24.0,11.0,7.0,1552.0,822.0,730.0,572.0,535.0,37.0,457.0,3.0,454.0,11.0,9.0,2.0,512.0,275.0,237.0,572.0,535.0,37.0,6.0,6.0,0.0,69.0,65.0,4.0,497.0,464.0,33.0,35.73,31.64,39.39,7.82,12.2,4.12,61.22,48.42,73.27,62.95,74.82,49.59,75.39,88.55,60.24,51.16,59.85,41.37,55.42,65.2,44.16,21.23,23.64,18.44,46.07,60.06,29.95,,,,,,,,399.0,100.0,43.11,19.8,37.09,0.0,100.0,60.15,32.58,3.51,1.5,2.26,399.0,100.0,0.0,99.25,0.75,0.0,0.0,0.0,0.0,0.0,399.0,100.0,67.92,8.52,11.03,5.51,6.77,0.25,399.0,100.0,1.25,26.32,5.76,0.0,0.0,0.0,0.0,66.17,0.0,0.5,100.0,399.0,21.0,48.0,73.0,104.0,72.0,38.0,25.0,11.0,5.0,1.0,1.0,4.18,,,Chhota Beraid,3026250400042115,,,,,,,,,,,,,,,,,,,,,,,0
DH22_4353,30262504000421150689,30262504000421150689,village,village,7,Dagardia,3026250400042115,Chhota Beraid,0,0,3026/30262504/3026250400042/3026250400042115/30262504000421150689,1,17,94.44,0,0,MATCH,Dagardia,30,Dhaka,26,Dhaka,25,Dhaka North City Corporation,04,Badda,00, ,042,Ward No. 42,115,23.80565746366391,90.4687308679055,Chhota Beraid,068,Dagardia,9,30262504000421150689,,,,,,,,,,216.0,203.0,0.0,13.0,831.0,451.0,380.0,0.0,118.68,831.0,102.0,60.0,70.0,81.0,95.0,91.0,77.0,63.0,53.0,36.0,39.0,17.0,19.0,11.0,11.0,1.0,5.0,831.0,821.0,6.0,1.0,3.0,0.0,375.0,100.0,38.4,60.0,0.8,0.27,0.53,294.0,100.0,17.01,73.47,8.5,0.34,0.68,80.8,81.8,79.57,81.02,82.14,79.62,78.3,79.76,76.49,729.0,613.0,567.0,2.0,44.0,0.0,613.0,6.0,21.0,5.0,174.0,207.0,69.0,85.0,0.0,44.0,2.0,110.0,91.0,24.0,31.0,40.0,25.0,22.0,17.0,17.0,14.0,7.0,4.0,729.0,401.0,328.0,270.0,261.0,9.0,235.0,3.0,232.0,6.0,4.0,2.0,218.0,133.0,85.0,270.0,261.0,9.0,1.0,1.0,0.0,31.0,30.0,1.0,238.0,230.0,8.0,32.95,32.1,33.68,6.52,11.63,2.04,61.9,55.26,67.39,69.14,76.56,60.06,82.47,90.33,72.76,62.0,67.83,54.88,67.61,74.92,58.58,23.54,26.89,19.4,50.92,63.14,35.82,,,,,,,,203.0,100.0,59.61,17.73,22.66,0.0,100.0,52.22,36.45,4.93,2.96,3.45,203.0,100.0,0.0,99.51,0.49,0.0,0.0,0.0,0.0,0.0,203.0,100.0,68.47,2.46,19.7,9.36,0.0,0.0,203.0,100.0,1.48,17.73,0.49,0.0,0.0,0.0,0.0,79.31,0.0,0.99,100.0,203.0,14.0,25.0,44.0,55.0,32.0,18.0,12.0,3.0,0.0,0.0,0.0,3.9,,,Dagardia,30262504000421150689,,,,,,,,,,,,,,,,,,,,,,,1
DH22_4354,30262504000421153089,30262504000421153089,village,village,7,Panchdirtek,3026250400042115,Chhota Beraid,0,0,3026/30262504/3026250400042/3026250400042115/30262504000421153089,1,17,94.44,0,0,MATCH,Panchdirtek,30,Dhaka,26,Dhaka,25,Dhaka North City Corporation,04,Badda,00, ,042,Ward No. 42,115,23.80972274121084,90.47263246754277,Chhota Beraid,308,Panchdirtek,9,30262504000421153089,,,,,,,,,,185.0,164.0,0.0,21.0,744.0,377.0,367.0,0.0,102.72,744.0,73.0,55.0,70.0,81.0,80.0,69.0,55.0,62.0,42.0,43.0,21.0,22.0,26.0,20.0,11.0,7.0,7.0,744.0,739.0,1.0,4.0,0.0,0.0,319.0,100.0,34.17,63.32,2.51,0.0,0.0,297.0,100.0,23.91,62.29,11.78,1.01,1.01,71.39,72.97,69.72,70.99,72.92,68.97,66.12,69.12,62.84,671.0,521.0,438.0,4.0,46.0,33.0,521.0,1.0,23.0,4.0,168.0,148.0,53.0,51.0,1.0,32.0,40.0,79.0,100.0,19.0,28.0,26.0,32.0,17.0,27.0,13.0,10.0,4.0,3.0,671.0,344.0,327.0,258.0,231.0,27.0,187.0,0.0,187.0,5.0,5.0,0.0,221.0,108.0,113.0,258.0,231.0,27.0,5.0,5.0,0.0,38.0,35.0,3.0,215.0,191.0,24.0,31.68,27.16,36.25,4.17,9.09,0.0,53.93,39.58,70.73,60.95,76.45,44.65,73.44,90.88,54.41,45.6,55.81,34.86,49.08,60.0,37.16,22.71,24.21,21.07,49.63,67.02,30.65,,,,,,,,164.0,100.0,29.27,26.22,44.51,0.0,100.0,81.1,16.46,1.22,0.0,1.22,164.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,100.0,77.44,17.68,2.44,1.83,0.61,0.0,164.0,100.0,0.61,40.24,0.0,0.0,0.0,0.0,0.0,59.15,0.0,0.0,100.0,164.0,7.0,22.0,25.0,42.0,31.0,20.0,6.0,6.0,3.0,1.0,1.0,4.31,,,Panchdirtek,30262504000421153089,,,,,,,,,,,,,,,,,,,,,,,1
DH22_4355,30262504000421153689,30262504000421153689,village,village,7,Samertek,3026250400042115,Chhota Beraid,0,0,3026/30262504/3026250400042/3026250400042115/30262504000421153689,1,17,94.44,0,0,MATCH,Samertek,30,Dhaka,26,Dhaka,25,Dhaka North City Corporation,04,Badda,00, ,042,Ward No. 42,115,23.802828718158857,90.47456376125072,Chhota Beraid,368,Samertek,9,30262504000421153689,,,,,,,,,,32.0,32.0,0.0,0.0,170.0,88.0,82.0,0.0,107.32,170.0,18.0,11.0,14.0,15.0,23.0,15.0,15.0,10.0,9.0,6.0,10.0,4.0,7.0,4.0,1.0,4.0,4.0,170.0,9.0,161.0,0.0,0.0,0.0,71.0,100.0,29.58,70.42,0.0,0.0,0.0,70.0,100.0,20.0,75.71,4.29,0.0,0.0,53.29,51.95,54.67,54.0,51.95,56.16,51.18,52.31,50.0,152.0,89.0,88.0,0.0,0.0,1.0,89.0,3.0,2.0,0.0,28.0,38.0,7.0,3.0,0.0,7.0,1.0,9.0,9.0,2.0,1.0,2.0,6.0,2.0,2.0,3.0,0.0,0.0,0.0,152.0,77.0,75.0,44.0,43.0,1.0,35.0,0.0,35.0,0.0,0.0,0.0,73.0,34.0,39.0,44.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,43.0,1.0,65.79,53.33,73.91,33.33,33.33,33.33,86.96,66.67,100.0,42.11,58.44,25.33,50.39,69.23,30.65,23.68,36.36,10.67,25.2,38.46,11.29,3.94,4.62,3.23,7.87,13.85,1.61,,,,,,,,32.0,100.0,9.38,0.0,90.63,0.0,100.0,3.13,90.63,6.25,0.0,0.0,32.0,100.0,0.0,93.75,6.25,0.0,0.0,0.0,0.0,0.0,32.0,100.0,15.63,0.0,0.0,0.0,81.25,3.13,32.0,100.0,3.13,9.38,68.75,0.0,0.0,0.0,0.0,18.75,0.0,0.0,100.0,32.0,0.0,1.0,4.0,7.0,9.0,0.0,7.0,2.0,2.0,0.0,0.0,5.31,,,Samertek,30262504000421153689,,,,,,,,,,,,,,,,,,,,,,,1
DH22_1332,3026250400042524,3026250400042524,mauza,mauza,6,Nigur Aplaid,3026250400042,Ward No. 42,1,1,3026/30262504/3026250400042/3026250400042524,1,17,94.44,0,0,CODE_MATCH_NAME_VARIANT,Nigur Aplaid*,30,Dhaka,26,Dhaka,25,Dhaka North City Corporation,04,Badda,00, ,042,Ward No. 42,524,23.78969737503526,90.47038872829064,Nigur Aplaid,,,,1248,1254.0,mauza,26.0,25.0,4.0,,42.0,524.0,,403.0,387.0,1.0,15.0,1710.0,900.0,810.0,0.0,111.11,1710.0,183.0,148.0,134.0,179.0,170.0,141.0,143.0,127.0,121.0,93.0,84.0,48.0,40.0,28.0,30.0,17.0,24.0,1710.0,1710.0,0.0,0.0,0.0,0.0,729.0,100.0,31.28,66.8,0.96,0.0,0.96,650.0,100.0,15.38,74.0,8.92,0.62,1.08,73.54,76.14,70.61,73.47,76.46,70.13,69.88,73.38,66.05,1527.0,1225.0,1157.0,1.0,60.0,7.0,1225.0,8.0,25.0,29.0,466.0,424.0,127.0,72.0,1.0,39.0,34.0,210.0,143.0,74.0,59.0,64.0,50.0,45.0,29.0,21.0,3.0,6.0,2.0,1527.0,809.0,718.0,549.0,510.0,39.0,531.0,35.0,496.0,21.0,19.0,2.0,426.0,245.0,181.0,549.0,510.0,39.0,136.0,135.0,1.0,35.0,19.0,16.0,378.0,356.0,22.0,44.7,44.13,45.29,7.23,11.69,3.37,78.69,68.63,91.36,58.02,71.69,42.62,70.04,87.69,50.76,40.14,47.1,32.31,41.77,49.85,32.94,14.62,18.77,10.08,24.5,38.62,9.08,,,,,,,,387.0,100.0,25.32,12.14,62.53,0.0,100.0,93.02,4.39,1.29,0.78,0.52,387.0,100.0,91.47,8.01,0.52,0.0,0.0,0.0,0.0,0.0,387.0,100.0,77.78,8.01,4.65,1.03,8.53,0.0,387.0,100.0,1.03,77.26,2.84,0.0,0.0,0.0,0.0,18.6,0.0,0.26,99.74,387.0,23.0,38.0,74.0,101.0,73.0,35.0,22.0,10.0,5.0,1.0,5.0,4.27,,,Nigur Aplaid,3026250400042524,,,,,,,,,,,,,,,,,,,,,,,0
DH22_4356,30262504000425241089,30262504000425241089,village,village,7,Fakirkhali,3026250400042524,Nigur Aplaid,0,0,3026/30262504/3026250400042/3026250400042524/30262504000425241089,1,17,94.44,0,0,MATCH,Fakirkhali,30,Dhaka,26,Dhaka,25,Dhaka North City Corporation,04,Badda,00, ,042,Ward No. 42,524,23.78969737503526,90.47038872829064,Nigur Aplaid,108,Fakirkhali,9,30262504000425241089,,,,,,,,,,403.0,387.0,1.0,15.0,1710.0,900.0,810.0,0.0,111.11,1710.0,183.0,148.0,134.0,179.0,170.0,141.0,143.0,127.0,121.0,93.0,84.0,48.0,40.0,28.0,30.0,17.0,24.0,1710.0,1710.0,0.0,0.0,0.0,0.0,729.0,100.0,31.28,66.8,0.96,0.0,0.96,650.0,100.0,15.38,74.0,8.92,0.62,1.08,73.54,76.14,70.61,73.47,76.46,70.13,69.88,73.38,66.05,1527.0,1225.0,1157.0,1.0,60.0,7.0,1225.0,8.0,25.0,29.0,466.0,424.0,127.0,72.0,1.0,39.0,34.0,210.0,143.0,74.0,59.0,64.0,50.0,45.0,29.0,21.0,3.0,6.0,2.0,1527.0,809.0,718.0,549.0,510.0,39.0,531.0,35.0,496.0,21.0,19.0,2.0,426.0,245.0,181.0,549.0,510.0,39.0,136.0,135.0,1.0,35.0,19.0,16.0,378.0,356.0,22.0,44.7,44.13,45.29,7.23,11.69,3.37,78.69,68.63,91.36,58.02,71.69,42.62,70.04,87.69,50.76,40.14,47.1,32.31,41.77,49.85,32.94,14.62,18.77,10.08,24.5,38.62,9.08,,,,,,,,387.0,100.0,25.32,12.14,62.53,0.0,100.0,93.02,4.39,1.29,0.78,0.52,387.0,100.0,91.47,8.01,0.52,0.0,0.0,0.0,0.0,0.0,387.0,100.0,77.78,8.01,4.65,1.03,8.53,0.0,387.0,100.0,1.03,77.26,2.84,0.0,0.0,0.0,0.0,18.6,0.0,0.26,99.74,387.0,23.0,38.0,74.0,101.0,73.0,35.0,22.0,10.0,5.0,1.0,5.0,4.27,,,Fakirkhali,30262504000425241089,,,,,,,,,,,,,,,,,,,,,,,1
DH22_1333,3026250400042599,3026250400042599,mauza,mauza,6,Pashchim Haradia,3026250400042,Ward No. 42,1,1,3026/30262504/3026250400042/3026250400042599,1,17,94.44,0,0,CODE_MATCH_NAME_VARIANT,Pashchim Haradia*,30,Dhaka,26,Dhaka,25,Dhaka North City Corporation,04,Badda,00, ,042,Ward No. 42,599,23.79573056958734,90.46862958737002,Pashchim Haradia,,,,1250,1256.0,mauza,26.0,25.0,4.0,,42.0,599.0,,166.0,140.0,0.0,26.0,500.0,282.0,218.0,0.0,129.36,500.0,38.0,38.0,27.0,66.0,66.0,69.0,46.0,41.0,28.0,24.0,18.0,10.0,17.0,6.0,5.0,1.0,0.0,500.0,498.0,2.0,0.0,0.0,0.0,238.0,100.0,31.09,68.49,0.42,0.0,0.0,186.0,100.0,17.74,74.19,7.53,0.54,0.0,73.59,77.31,68.81,73.38,77.02,68.84,70.28,74.67,64.53,462.0,340.0,307.0,10.0,22.0,1.0,340.0,1.0,6.0,6.0,133.0,99.0,42.0,36.0,1.0,15.0,1.0,51.0,42.0,19.0,13.0,13.0,14.0,13.0,12.0,5.0,3.0,1.0,0.0,462.0,260.0,202.0,260.0,198.0,62.0,96.0,2.0,94.0,2.0,2.0,0.0,104.0,58.0,46.0,260.0,198.0,62.0,6.0,6.0,0.0,38.0,19.0,19.0,216.0,173.0,43.0,20.45,16.67,24.24,1.43,0.0,2.7,41.94,33.33,51.72,71.43,83.46,55.94,82.37,95.56,65.12,54.98,62.31,45.54,55.16,64.0,43.6,25.69,27.56,23.26,62.22,77.78,41.86,,,,,,,,140.0,100.0,56.43,20.71,22.86,0.0,100.0,49.29,49.29,0.0,1.43,0.0,140.0,100.0,43.57,56.43,0.0,0.0,0.0,0.0,0.0,0.0,140.0,100.0,99.29,0.0,0.71,0.0,0.0,0.0,140.0,100.0,0.0,24.29,0.0,0.0,0.0,0.71,0.0,73.57,0.0,1.43,100.0,140.0,15.0,38.0,35.0,28.0,10.0,8.0,3.0,1.0,1.0,1.0,0.0,3.24,,,Pashchim Haradia,3026250400042599,,,,,,,,,,,,,,,,,,,,,,,0
DH22_4357,30262504000425993089,30262504000425993089,village,village,7,Pashchim Haradia,3026250400042599,Pashchim Haradia,0,0,3026/30262504/3026250400042/3026250400042599/30262504000425993089,1,1,5.56,0,0,MATCH,Pashchim Haradia,30,Dhaka,26,Dhaka,25,Dhaka North City Corporation,04,Badda,00, ,042,Ward No. 42,599,23.79573056958734,90.46862958737002,Pashchim Haradia,308,Pashchim Haradia,9,30262504000425993089,,,,,,,,,,166.0,140.0,0.0,26.0,500.0,282.0,218.0,0.0,129.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pashchim Haradia,30262504000425993089,,,,,,,,,,,,,,,,,,,,,,,1
DH22_1334,3026250400042600,3026250400042600,mauza,mauza,6,Purba Haradia,3026250400042,Ward No. 42,1,1,3026/30262504/3026250400042/3026250400042600,1,17,94.44,0,0,CODE_MATCH_NAME_VARIANT,Purba Haradia*,30,Dhaka,26,Dhaka,25,Dhaka North City Corporation,04,Badda,00, ,042,Ward No. 42,600,23.796897335158512,90.47329118776088,Purba Haradia,,,,1252,1258.0,mauza,26.0,25.0,4.0,,42.0,600.0,,251.0,226.0,0.0,25.0,741.0,408.0,333.0,0.0,122.52,741.0,71.0,47.0,42.0,74.0,95.0,105.0,77.0,49.0,49.0,33.0,26.0,25.0,23.0,11.0,5.0,4.0,5.0,741.0,737.0,4.0,0.0,0.0,0.0,353.0,100.0,31.73,66.86,1.42,0.0,0.0,270.0,100.0,17.78,74.44,7.78,0.0,0.0,84.63,86.21,82.59,84.49,86.3,82.17,82.62,84.98,79.44,670.0,587.0,581.0,0.0,6.0,0.0,587.0,11.0,19.0,10.0,136.0,206.0,93.0,74.0,0.0,38.0,0.0,70.0,60.0,23.0,23.0,17.0,21.0,14.0,12.0,10.0,4.0,6.0,0.0,670.0,377.0,293.0,337.0,285.0,52.0,171.0,2.0,169.0,3.0,3.0,0.0,159.0,87.0,72.0,337.0,285.0,52.0,59.0,57.0,2.0,120.0,91.0,29.0,158.0,137.0,21.0,28.4,20.27,34.74,3.95,0.0,7.14,48.39,37.5,56.6,72.84,82.49,60.41,83.3,92.49,70.97,48.06,60.21,32.42,53.36,65.77,36.69,19.45,28.23,7.66,46.99,60.96,28.23,,,,,,,,226.0,100.0,36.73,32.74,26.99,3.54,100.0,42.48,55.31,1.33,0.44,0.44,226.0,100.0,3.98,96.02,0.0,0.0,0.0,0.0,0.0,0.0,226.0,100.0,52.21,12.39,28.32,0.44,6.64,0.0,226.0,100.0,0.0,29.2,0.0,0.0,0.0,0.0,0.0,70.8,0.0,0.0,100.0,226.0,31.0,67.0,53.0,37.0,23.0,8.0,2.0,3.0,2.0,0.0,0.0,3.06,,,Purba Haradia,3026250400042600,,,,,,,,,,,,,,,,,,,,,,,0
DH22_4358,30262504000426003089,30262504000426003089,village,village,7,Purba Haradia,3026250400042600,Purba Haradia,0,0,3026/30262504/3026250400042/3026250400042600/30262504000426003089,1,1,5.56,0,0,MATCH,Purba Haradia,30,Dhaka,26,Dhaka,25,Dhaka North City Corporation,04,Badda,00, ,042,Ward No. 42,600,23.796897335158512,90.47329118776088,Purba Haradia,308,Purba Haradia,9,30262504000426003089,,,,,,,,,,251.0,226.0,0.0,25.0,741.0,408.0,333.0,0.0,122.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purba Haradia,30262504000426003089,,,,,,,,,,,,,,,,,,,,,,,1
